x1,y
50.0,30.96714153011233
50.31055900621118,24.741580590772628
50.62111801242236,32.72533258597587
50.93167701863354,41.602969371533675
51.24223602484472,24.15536066270453
51.5527950310559,24.279748442930554
51.86335403726708,42.537469769980746
52.17391304347826,34.54391250892039
52.484472049689444,22.299044960526256
52.79503105590062,32.5436128582199
53.1055900621118,22.608059096720098
53.41614906832298,22.709162091626624
53.72670807453416,29.910305945474008
54.03726708074534,8.482104385720156
54.34782608695652,10.489952109652283
54.6583850931677,22.240478744857356
54.96894409937888,17.859266436407317
55.27950310559006,31.254274568188766
55.590062111801245,19.15578408950839
55.900621118012424,14.237211433852055
56.2111801242236,43.14095973890498
56.52173913043478,26.350932647308557
56.83229813664596,29.408201301537623
57.14285714285714,14.60966099500829
57.453416149068325,23.537539214375506
57.7639751552795,30.214815959210462
58.07453416149068,17.719877890373247
58.38509316770186,33.11101745053747
58.69565217391305,23.471873970377167
59.006211180124225,26.685546974116924
59.316770186335404,23.709641952240194
59.62732919254658,48.37371352210801
59.93788819875776,29.840183032123768
60.24844720496894,19.52226959242857
60.559006211180126,38.44905160550394
60.869565217391305,18.1393895872463
61.18012422360248,32.56068563948855
61.49068322981366,10.99957205312771
61.80124223602485,17.438636405425633
62.11180124223603,32.81333285558564
62.422360248447205,38.35360989933299
62.732919254658384,32.80685051376306
63.04347826086956,30.06090848046542
63.35403726708074,28.33057795093941
63.66459627329192,16.680618605642493
63.975155279503106,24.39162002785416
64.28571428571428,27.107898004687836
64.59627329192547,42.409731578959345
64.90683229813665,35.39891581493928
65.21739130434783,14.456554968111792
65.527950310559,35.45201981817155
65.83850931677019,28.484580922544914
66.14906832298136,25.690407326132956
66.45962732919254,38.7006138200857
66.77018633540372,43.018069759121
67.0807453416149,42.14509932780795
67.3913043478261,24.56434650690405
67.70186335403727,29.98862158310277
68.01242236024845,36.51760325813502
68.32298136645963,43.08464381780745
68.63354037267081,28.661673770615426
68.94409937888199,31.72104998491462
69.25465838509317,22.63851361397699
69.56521739130434,21.86402071571503
69.87577639751552,42.075568782948196
70.1863354037267,47.63693444719891
70.49689440993788,33.47865654817181
70.80745341614906,44.35831034537987
71.11801242236025,38.06356521942045
71.42857142857143,28.120231025377326
71.73913043478261,38.309608228997185
72.04968944099379,50.20024144105721
72.36024844720497,34.58583898778247
72.67080745341615,50.714759539506524
72.98136645962732,8.995095542953482
73.2919254658385,43.53579523008764
73.6024844720497,36.311464471201596
73.91304347826087,32.57514388664568
74.22360248447205,36.607048759143844
74.53416149068323,15.937975450264371
74.84472049689441,33.74116932038264
75.15527950310559,39.6332375163597
75.46583850931677,50.96527585114187
75.77639751552795,31.127856823474705
76.08695652173913,28.349846579763778
76.3975155279503,31.541435775334755
76.70807453416148,45.837250990685334
77.01863354037266,40.09496451274591
77.32919254658384,31.63407498096315
77.63975155279503,42.18857495225157
77.95031055900621,38.15089971708289
78.26086956521739,46.990797731415846
78.57142857142857,30.408040489797905
78.88198757763975,34.27617356507822
79.19254658385093,33.755937102218795
79.5031055900621,23.166092754703662
79.8136645962733,40.88666860915509
80.12422360248448,40.66024216279269
80.43478260869566,38.22504760990287
80.74534161490683,35.95226531221127
81.05590062111801,24.268652827943065
81.36645962732919,34.340130623278085
81.67701863354037,35.24366228814846
81.98757763975155,30.772258363684433
82.29813664596273,37.306397541725005
82.6086956521739,43.08398682901495
82.91925465838509,58.02956087545934
83.22981366459626,41.0377035941569
83.54037267080744,41.99165297555062
83.85093167701862,38.79591351314578
84.1614906832298,20.476884120301506
84.472049689441,39.52368112128423
84.78260869565217,40.515345577671134
85.09316770186335,64.6696882055982
85.40372670807453,38.23788103541859
85.71428571428571,43.30118770905041
86.0248447204969,40.06282019114633
86.33540372670808,28.84738111448791
86.64596273291926,52.08661323831791
86.95652173913044,48.30193902251992
87.26708074534162,48.817151768567115
87.5776397515528,31.93718135267373
87.88819875776397,55.18322261246658
88.19875776397515,27.26099247766725
88.50931677018633,47.27229764607724
88.81987577639751,63.432506568658795
89.13043478260869,31.746810661736593
89.44099378881987,36.11342021950023
89.75155279503105,42.897134768888826
90.06211180124222,36.990088179334904
90.3726708074534,26.642434012320038
90.6832298136646,42.95892167352611
90.99378881987577,31.77447839068926
91.30434782608695,47.2576634367866
91.61490683229813,33.45172039058122
91.92546583850931,58.269530385579124
92.2360248447205,35.061877014525834
92.54658385093168,39.798018378315916
92.85714285714286,51.27802931655384
93.16770186335404,30.958437581002066
93.47826086956522,45.66590369386738
93.7888198757764,56.586955493134845
94.09937888198758,27.564919207182758
94.40993788819875,45.61031374060254
94.72049689440993,46.48702670024821
95.03105590062111,51.830651078021546
95.34161490683229,31.7671388539521
